school,municipality,lon,lat,unique_id
O M MacKillop Public School,Richmond Hill,-79.4470189,43.8811767,O M MacKillop Public SchoolRichmond Hill
Dublin Heights Elementary and Middle School,Toronto,-79.446993,43.749121,Dublin Heights Elementary and Middle SchoolToronto
Roselawn Public School,Richmond Hill,-79.4467742,43.8505968,Roselawn Public SchoolRichmond Hill
Huron Heights Secondary School,Newmarket,-79.446758,44.064323,Huron Heights Secondary SchoolNewmarket
Northview Heights Secondary School,Toronto,-79.446173,43.7737562,Northview Heights Secondary SchoolToronto
Fern Avenue Elemenary,Toronto,-79.4459985,43.6452589,Fern Avenue ElemenaryToronto
St. Thomas Aquinas Catholic School,Toronto,-79.4452846,43.6958564,St. Thomas Aquinas Catholic SchoolToronto
St Thomas Aquinas Catholic School,Toronto,-79.4452846,43.6958564,St Thomas Aquinas Catholic SchoolToronto
Stella Marie Catholic School,Toronto,-79.4449932,43.6797198,Stella Marie Catholic SchoolToronto
Stella Maris Catholic School,Toronto,-79.4449932,43.6797198,Stella Maris Catholic SchoolToronto
Sts. Cosmas and Damian Catholic Elementary School,Toronto,-79.4447439,43.7069322,Sts. Cosmas and Damian Catholic Elementary SchoolToronto
Sts. Cosmas and Damian Catholic School,Toronto,-79.4447439,43.7069322,Sts. Cosmas and Damian Catholic SchoolToronto
Sts Cosmas and Damian Catholic School,Toronto,-79.4447439,43.7069322,Sts Cosmas and Damian Catholic SchoolToronto
Flemington Public School,Toronto,-79.4444618,43.7196155,Flemington Public SchoolToronto
St Robert Catholic School,Toronto,-79.4444112,43.7498365,St Robert Catholic SchoolToronto
Baycrest Public School,Toronto,-79.443906,43.726593,Baycrest Public SchoolToronto
Rose Doan Public School,Richmond Hill,-79.443718,43.857624,Rose Doan Public SchoolRichmond Hill
Ross Doan Public School,Richmond Hill,-79.443718,43.857624,Ross Doan Public SchoolRichmond Hill
Loretto College School,Toronto,-79.4432802,43.6759651,Loretto College SchoolToronto
D'Arcy McGee Catholic School,Toronto,-79.4426168,43.6926394,D'Arcy McGee Catholic SchoolToronto
Rick Hansen Public School,Aurora,-79.4417523,44.0209442,Rick Hansen Public SchoolAurora
St. Clare Catholic School,Toronto,-79.441401,43.6793488,St. Clare Catholic SchoolToronto
St Clare Catholic School,Toronto,-79.441401,43.6793488,St Clare Catholic SchoolToronto
Blessed Scalabrini Catholic Elementary School,Vaughan,-79.4413699,43.7996612,Blessed Scalabrini Catholic Elementary SchoolVaughan
Fisherville Senior Public School,Toronto,-79.4410341,43.7845776,Fisherville Senior Public SchoolToronto
École Secondaire catholique Saint- Frère-André,Toronto,-79.4410091,43.6522205,École Secondaire catholique Saint- Frère-AndréToronto
École élémentaire/intermédiaire/ secondaire Saint-Frère-André,Toronto,-79.4410091,43.6522205,École élémentaire/intermédiaire/ secondaire Saint-Frère-AndréToronto
ÉIC Saint-Frère-André,Toronto,-79.4410091,43.6522205,ÉIC Saint-Frère-AndréToronto
École secondaire Toronto Ouest,Toronto,-79.4409854,43.6525409,École secondaire Toronto OuestToronto
École Secondaire Toronto Ouest,Toronto,-79.4409854,43.6525409,École Secondaire Toronto OuestToronto
St Elizabeth Seton Catholic Elementary School,Newmarket,-79.4405461,44.0770015,St Elizabeth Seton Catholic Elementary SchoolNewmarket
St. Mary of Angels Catholic School,Toronto,-79.440405,43.6720989,St. Mary of Angels Catholic SchoolToronto
Rawlinson Community School,Toronto,-79.4403838,43.6838074,Rawlinson Community SchoolToronto
Hartman Public School,Aurora,-79.4403188,44.011031,Hartman Public SchoolAurora
Langstaff Secondary School,Richmond Hill,-79.4401859,43.8394198,Langstaff Secondary SchoolRichmond Hill
Glen Cedar Public School,Newmarket,-79.4401273,44.0692154,Glen Cedar Public SchoolNewmarket
Regal Road Junior Public School,Toronto,-79.4400665,43.6737838,Regal Road Junior Public SchoolToronto
John Polanyi Public School,Toronto,-79.4397628,43.7173659,John Polanyi Public SchoolToronto
John Polanyi Collegiate Institute,Toronto,-79.4397628,43.7173659,John Polanyi Collegiate InstituteToronto
Bond Lake Public School,Richmond Hill,-79.4397193,43.9384467,Bond Lake Public SchoolRichmond Hill
Sacred Heart Catholic High School,Newmarket,-79.4396918,44.0570582,Sacred Heart Catholic High SchoolNewmarket
Pauline Junior Public School,Toronto,-79.4393902,43.6626414,Pauline Junior Public SchoolToronto
Stonehaven Elementary School,Newmarket,-79.439376,44.036324,Stonehaven Elementary SchoolNewmarket
Richmond Hill High School,Richmond Hill,-79.439081,43.9030018,Richmond Hill High SchoolRichmond Hill
Silver Birches Elementary School,North Bay,-79.4385715,46.2811646,Silver Birches Elementary SchoolNorth Bay
Charles Howitt Public School,Richmond Hill,-79.4383029,43.8439361,Charles Howitt Public SchoolRichmond Hill
Brock Public School,Toronto,-79.4380295,43.6533194,Brock Public SchoolToronto
Bogart Public School,Newmarket,-79.4379979,44.048358,Bogart Public SchoolNewmarket
Lake Wilcox Public School,Richmond Hill,-79.4376074,43.9537269,Lake Wilcox Public SchoolRichmond Hill
Corpus Christi Catholic Elementary School,Richmond Hill,-79.4375092,43.8973467,Corpus Christi Catholic Elementary SchoolRichmond Hill
Bloor Collegiate Institute,Toronto,-79.437146,43.6592415,Bloor Collegiate InstituteToronto
Parkdale Junior and Senior Public School,Toronto,-79.4369739,43.6429546,Parkdale Junior and Senior Public SchoolToronto
ALPHA II Alternative School,Toronto,-79.436949,43.659292,ALPHA II Alternative SchoolToronto
Yorkhill Elementary School,Vaughan,-79.4369175,43.8037638,Yorkhill Elementary SchoolVaughan
Davisville Junior Public School,Toronto,-79.4367975,43.6907183,Davisville Junior Public SchoolToronto
Shirley Street Junior Public School,Toronto,-79.4367254,43.6485328,Shirley Street Junior Public SchoolToronto
Oakwood Collegiate Institute,Toronto,-79.4365973,43.6790099,Oakwood Collegiate InstituteToronto
J R Wilcox Community School,Toronto,-79.4362188,43.6952455,J R Wilcox Community SchoolToronto
Parkdale Collegiate Institute,Toronto,-79.4360715,43.6396663,Parkdale Collegiate InstituteToronto
Notre Dame Catholic Elementary School,Newmarket,-79.4360169,44.039513,Notre Dame Catholic Elementary SchoolNewmarket
St Helen Catholic School,Toronto,-79.4359399,43.6520441,St Helen Catholic SchoolToronto
Glen Park Public School,Toronto,-79.4359105,43.7132142,Glen Park Public SchoolToronto
Dovercourt Public School,Toronto,-79.4357822,43.6667441,Dovercourt Public SchoolToronto
Yorkview Public School,Toronto,-79.4354768,43.7724832,Yorkview Public SchoolToronto
St Anthony Catholic School,Toronto,-79.4350006,43.6635434,St Anthony Catholic SchoolToronto
Queen Victoria Junior Public School,Toronto,-79.4347327,43.6366099,Queen Victoria Junior Public SchoolToronto
Pleasant Public School,Toronto,-79.43469,43.78992,Pleasant Public SchoolToronto
Orillia Secondary School,Orillia,-79.4345433,44.612218,Orillia Secondary SchoolOrillia
Holy Family Catholic School,Toronto,-79.4345226,43.6384916,Holy Family Catholic SchoolToronto
West Ferris Intermediate,North Bay,-79.4343384,46.2770824,West Ferris IntermediateNorth Bay
Newmarket High School,Newmarket,-79.4337965,44.0473266,Newmarket High SchoolNewmarket
West Preparatory Junior Public School,Toronto,-79.4337141,43.7024762,West Preparatory Junior Public SchoolToronto
H.G. Bernard Public School,Richmond Hill,-79.4334,43.9005053,H.G. Bernard Public SchoolRichmond Hill
Twin Lakes Secondary School,Orillia,-79.433334,44.593124,Twin Lakes Secondary SchoolOrillia
Harriett Todd Public School,Orillia,-79.4323027,44.598459,Harriett Todd Public SchoolOrillia
St. Alphonsus Catholic School,Toronto,-79.432016,43.6830265,St. Alphonsus Catholic SchoolToronto
Orchard Park Elementary School,Orillia,-79.4319816,44.6203727,Orchard Park Elementary SchoolOrillia
St Mary Catholic Academy Secondary School,Toronto,-79.4319397,43.6579956,St Mary Catholic Academy Secondary SchoolToronto
St. Mary Catholic Academy Secondary School,Toronto,-79.4319397,43.6579956,St. Mary Catholic Academy Secondary SchoolToronto
Our Lady of the Assumption Catholic School,Toronto,-79.4316646,43.7164381,Our Lady of the Assumption Catholic SchoolToronto
St Paschal Baylon Catholic School,Toronto,-79.4316335,43.7919786,St Paschal Baylon Catholic SchoolToronto
St. Paschal Baylon Catholic School,Toronto,-79.4316335,43.7919786,St. Paschal Baylon Catholic SchoolToronto
Board Site,Richmond Hill,-79.431132,43.863131,Board SiteRichmond Hill
McMurrich Public School,Toronto,-79.430978,43.6779351,McMurrich Public SchoolToronto
Winona Drive Public School,Toronto,-79.4307386,43.6772063,Winona Drive Public SchoolToronto
Cedarvale Public School,Toronto,-79.4306201,43.6961473,Cedarvale Public SchoolToronto
Summit Heights Public School,Toronto,-79.4301773,43.7413884,Summit Heights Public SchoolToronto
St. Antoine Daniel Catholic School,Toronto,-79.4294888,43.7769867,St. Antoine Daniel Catholic SchoolToronto
St Antoine Daniel Catholic School,Toronto,-79.4294888,43.7769867,St Antoine Daniel Catholic SchoolToronto
The Grove Community School,Toronto,-79.429044,43.646242,The Grove Community SchoolToronto
Alexander Muir/Gladstone Ave Junior and Senior Public School,Toronto,-79.428741,43.646197,Alexander Muir/Gladstone Ave Junior and Senior Public SchoolToronto
Humewood Community School,Toronto,-79.4282897,43.686776,Humewood Community SchoolToronto
Ledbury Park Elementary and Middle School,Toronto,-79.427321,43.7274842,Ledbury Park Elementary and Middle SchoolToronto
Churchill Public School,Toronto,-79.427268,43.7708,Churchill Public SchoolToronto
St. Bruno/St. Raymond Catholic School,Toronto,-79.4272026,43.6732903,St. Bruno/St. Raymond Catholic SchoolToronto
St Bruno/St. Raymond Catholic School,Toronto,-79.4272026,43.6732903,St Bruno/St. Raymond Catholic SchoolToronto
Newtonbrook Secondary School,Toronto,-79.4269224,43.7934384,Newtonbrook Secondary SchoolToronto
R.J. Lang Elementary Middle School,Toronto,-79.4265369,43.7836496,R.J. Lang Elementary Middle SchoolToronto
St. Margaret Catholic School,Toronto,-79.4263888,43.7360115,St. Margaret Catholic SchoolToronto
St Margaret Catholic School,Toronto,-79.4263888,43.7360115,St Margaret Catholic SchoolToronto
Willowdale Middle School,Toronto,-79.4259401,43.7694511,Willowdale Middle SchoolToronto
Crosby Heights Public School,Richmond Hill,-79.4254115,43.884759,Crosby Heights Public SchoolRichmond Hill
Lions Oval Public School,Orillia,-79.424772,44.6119637,Lions Oval Public SchoolOrillia
Thornhill Public School,Vaughan,-79.4242368,43.8110464,Thornhill Public SchoolVaughan
Dewson Street Junior Public School,Toronto,-79.424186,43.655669,Dewson Street Junior Public SchoolToronto
École élémentaire catholique du Sacré-Coeur ,Toronto,-79.423911,43.667785,École élémentaire catholique du Sacré-Coeur Toronto
ÉIC Monseigneur-de-Charbonnel,Toronto,-79.4234924,43.7862739,ÉIC Monseigneur-de-CharbonnelToronto
�IC Monseigneur-de-Charbonnel,Toronto,-79.4234924,43.7862739,�IC Monseigneur-de-CharbonnelToronto
�SC Monseigneur-de-Charbonnel,Toronto,-79.4234924,43.7862739,�SC Monseigneur-de-CharbonnelToronto
ÉSC Monseigneur-de-Charbonnel,Toronto,-79.4234924,43.7862739,ÉSC Monseigneur-de-CharbonnelToronto
Red Maple Public School,Richmond Hill,-79.4230838,43.8442771,Red Maple Public SchoolRichmond Hill
Ossington/Old Orchard Junior Public School,Toronto,-79.4226352,43.6526976,Ossington/Old Orchard Junior Public SchoolToronto
St. John Paul II Catholic Elementary School,Richmond Hill,-79.422621,43.8447694,St. John Paul II Catholic Elementary SchoolRichmond Hill
St John Paul II Catholic Elementary School,Richmond Hill,-79.422621,43.8447694,St John Paul II Catholic Elementary SchoolRichmond Hill
Essex Junior and Senior Public School,Toronto,-79.422271,43.668264,Essex Junior and Senior Public SchoolToronto
Beverley Acres Public School,Richmond Hill,-79.4222523,43.8893286,Beverley Acres Public SchoolRichmond Hill
Walter Scott Public School,Richmond Hill,-79.4219481,43.8751963,Walter Scott Public SchoolRichmond Hill
Central Toronto Academy,Toronto,-79.42164,43.657743,Central Toronto AcademyToronto
Forest Hill Collegiate Institute,Toronto,-79.4214749,43.7028779,Forest Hill Collegiate InstituteToronto
Sixteenth Avenue Public School,Richmond Hill,-79.4213958,43.8564576,Sixteenth Avenue Public SchoolRichmond Hill
Cameron Public School,Toronto,-79.421185,43.754388,Cameron Public SchoolToronto
Board Site,Newmarket,-79.4210536,44.0572608,Board SiteNewmarket
Pope St. Francis Catholic School,Toronto,-79.4210457,43.6517165,Pope St. Francis Catholic SchoolToronto
Drewry Secondary School,Toronto,-79.4209982,43.7868645,Drewry Secondary SchoolToronto
Baythorn Public School,Markham,-79.4206481,43.8268889,Baythorn Public SchoolMarkham
North Preparatory Junior Public School,Toronto,-79.420129,43.7056535,North Preparatory Junior Public SchoolToronto
Vaughn Secondary School,Thornhill,-79.4197023,43.8099248,Vaughn Secondary SchoolThornhill
Thornhill Secondary School,Markham,-79.4197023,43.8099248,Thornhill Secondary SchoolMarkham
Armour Heights Public School,Toronto,-79.419513,43.740984,Armour Heights Public SchoolToronto
Montrose Junior Public School,Toronto,-79.418847,43.6586902,Montrose Junior Public SchoolToronto
Givins/Shaw Junior Public School,Toronto,-79.417951,43.6462389,Givins/Shaw Junior Public SchoolToronto
"Jean Vanier Catholic High School, formerly known as Our Lady Queen of the World Catholic Academy",Richmond Hill,-79.4167327,43.886699,"Jean Vanier Catholic High School, formerly known as Our Lady Queen of the World Catholic AcademyRichmond Hill"
Our Lady Queen of the World CA High School,Richmond Hill,-79.4167327,43.886699,Our Lady Queen of the World CA High SchoolRichmond Hill
St Cyril Catholic School,Toronto,-79.4167158,43.776916,St Cyril Catholic SchoolToronto
Hillcrest Community School,Toronto,-79.4161048,43.6791328,Hillcrest Community SchoolToronto
St Anthony Catholic Elementary School,Markham,-79.4159388,43.8290308,St Anthony Catholic Elementary SchoolMarkham
Palmerston Avenue Public School,Toronto,-79.4151857,43.6680508,Palmerston Avenue Public SchoolToronto
Palmerston Avenue Junior Public School,Toronto,-79.4151857,43.6680508,Palmerston Avenue Junior Public SchoolToronto
Bayview Secondary School,Richmond Hill,-79.4151828,43.8779669,Bayview Secondary SchoolRichmond Hill
Cedar Heights Residential Living,Orangeville,-79.415168,43.8720101,Cedar Heights Residential LivingOrangeville
Harbord Collegiate Institute,Toronto,-79.4142973,43.6612094,Harbord Collegiate InstituteToronto
Holy Rosary Catholic School,Toronto,-79.4142534,43.6848122,Holy Rosary Catholic SchoolToronto
École élémentaire Pierre-Elliott-Trudeau,Toronto,-79.4141675,43.6519856,École élémentaire Pierre-Elliott-TrudeauToronto
Forest Hill Junior Senior Public School,Toronto,-79.4139356,43.6955213,Forest Hill Junior Senior Public SchoolToronto
Clinton Street Junior Public School,Toronto,-79.4137117,43.6576243,Clinton Street Junior Public SchoolToronto
Woodland Public School,Markham,-79.4135577,43.8251689,Woodland Public SchoolMarkham
St Edward Catholic School,Toronto,-79.4135138,43.7535081,St Edward Catholic SchoolToronto
St. Edward Catholic School,Toronto,-79.4134632,43.753005,St. Edward Catholic SchoolToronto
Allenby Junior Elementary School,Toronto,-79.4129083,43.7096998,Allenby Junior Elementary SchoolToronto
Allenby Junior Public School,Toronto,-79.4129083,43.7096998,Allenby Junior Public SchoolToronto
Michaelle Jean Public School,Richmond Hill,-79.4123554,43.8909535,Michaelle Jean Public SchoolRichmond Hill
John Wanless Junior Public School,Toronto,-79.4119902,43.7289705,John Wanless Junior Public SchoolToronto
Avondale Alternative Elementary School,Toronto,-79.4118807,43.7863314,Avondale Alternative Elementary SchoolToronto
Loretto Abbey Catholic School,Toronto,-79.4105596,43.7410483,Loretto Abbey Catholic SchoolToronto
Loretto Abbey Catholic Secondary School,Toronto,-79.4105596,43.7410483,Loretto Abbey Catholic Secondary SchoolToronto
McKee Public School,Toronto,-79.41047,43.7741109,McKee Public SchoolToronto
Lawrence Park Collegiate Institute,Toronto,-79.4103527,43.7221392,Lawrence Park Collegiate InstituteToronto
Lillian Public School,Toronto,-79.410321,43.797603,Lillian Public SchoolToronto
Oriole Park Junior Public School,Toronto,-79.4096965,43.7025801,Oriole Park Junior Public SchoolToronto
Glenview Senior Public School,Toronto,-79.4096682,43.719975,Glenview Senior Public SchoolToronto
Cardinal Carter Academy for the Arts,Toronto,-79.4096582,43.7638723,Cardinal Carter Academy for the ArtsToronto
Marshall McLuhan Catholic SS,Toronto,-79.4093017,43.7079505,Marshall McLuhan Catholic SSToronto
Marshall McLuhan Catholic Secondary School,Toronto,-79.4093017,43.7079505,Marshall McLuhan Catholic Secondary SchoolToronto
